"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"74",502317,"Chris Heisey","340","21.8","0.162","0.108","0.216","0.270","0.181","0.222","0.190","12","74","85.3","14.9","2209","89.3","88.78","20","72","2","-0.5","6.06","109","150","113","145","297","313","290"
"72",506703,"Adrian Sanchez","263","27.4","0.271","0.100","0.422","0.371","0.274","0.266","0.252","19","70","85.0","4.3","2240","89.7","89.62","20","67","5","-0.1","6.30","104","148","106","145","293","308","285"
"72",592419,"Jared Hoying","283","25.4","0.225","0.085","0.313","0.310","0.225","0.201","0.210","16","71","81.9","10.1","2219","87.9","87.44","18","67","5","-0.5","6.03","114","148","114","149","285","319","298"
"71",461829,"Gio Gonzalez","245","29.0","0.091","0.000","0.162","0.091","0.080","0.099","0.105","6","66","68.0","4.0","2292","88.1","87.66","24","66","4","-0.4","6.10","108","145","103","146","284","294","267"
"70",641487,"J.P. Crawford","407","17.2","0.217","0.087","0.313","0.304","0.218","0.209","0.214","15","69","83.3","19.4","2184","89.1","88.83","16","64","6","-0.3","6.20","113","148","108","150","282","310","292"
"70",518700,"Eric Fryer","357","19.6","0.157","0.043","0.212","0.200","0.153","0.169","0.170","11","70","83.2","5.4","2213","90.2","89.77","13","65","5","-0.4","5.99","108","150","113","147","301","312","283"
"69",620446,"Richard Urena","304","22.7","0.206","0.103","0.333","0.309","0.218","0.232","0.212","14","68","84.3","10.2","2158","88.0","87.34","24","65","4","-0.7","6.03","109","147","108","144","280","316","293"
"69",608348,"Carson Kelly","284","24.3","0.174","0.043","0.207","0.217","0.168","0.232","0.207","12","69","82.0","7.7","2314","88.4","88.55","7","65","4","0.2","6.06","111","150","114","147","302","315","288"
"69",620439,"Franklin Barreto","302","22.8","0.203","0.159","0.353","0.362","0.235","0.206","0.174","14","69","87.7","24.5","2242","86.9","86.63","25","61","7","-0.3","6.06","105","149","110","144","297","311","282"
"68",431094,"Aaron Hill","334","20.4","0.134","0.104","0.148","0.239","0.153","0.253","0.223","9","67","86.3","24.1","2279","89.3","88.78","7","62","6","-0.5","5.99","106","150","114","145","301","318","291"
"68",527054,"Julio Teheran","231","29.4","0.145","0.000","0.205","0.145","0.125","0.136","0.147","8","55","72.6","-13.4","2195","88.6","88.30","11","62","4","-0.3","6.09","104","143","99","144","288","299","268"
"67",453286,"Max Scherzer","247","27.1","0.164","0.049","0.205","0.213","0.162","0.192","0.184","10","61","77.4","-8.9","2204","89.1","88.68","7","58","9","-0.4","6.08","107","146","104","146","284","296","270"
"67",543038,"Dusty Coleman","271","24.7","0.227","0.227","0.367","0.455","0.278","0.282","0.214","15","66","87.0","12.5","2264","89.1","88.55","24","58","9","-0.5","6.00","112","151","110","147","297","312","289"
"67",285079,"R.A. Dickey","218","30.7","0.150","0.000","0.188","0.150","0.132","0.143","0.154","9","60","67.9","-1.5","2145","87.5","87.07","8","63","1","-0.4","6.03","105","143","99","145","283","294","265"
"67",502188,"Jeff Samardzija","220","30.5","0.094","0.078","0.132","0.172","0.111","0.169","0.145","6","64","79.4","-3.4","2255","87.5","86.92","21","63","4","-0.6","5.99","107","148","108","145","291","308","278"
"67",593372,"Carlos Martinez","238","28.2","0.177","0.048","0.256","0.226","0.173","0.144","0.149","11","62","74.0","-12.9","2216","88.7","88.57","18","66","1","-0.1","6.11","106","144","100","144","290","299","271"
"67",543037,"Gerrit Cole","225","29.8","0.164","0.073","0.242","0.236","0.170","0.122","0.122","9","55","70.5","-6.5","2185","88.3","88.10","18","64","3","-0.2","6.09","105","143","101","145","290","295","268"
"67",425844,"Zack Greinke","295","22.7","0.210","0.065","0.295","0.274","0.207","0.237","0.236","13","62","84.4","3.6","2197","88.3","87.63","11","60","6","-0.7","5.87","109","149","107","147","297","310","282"
"66",457477,"Alejandro De Aza","262","25.2","0.197","0.131","0.255","0.328","0.210","0.227","0.215","12","61","82.3","10.3","2206","88.7","88.47","14","64","2","-0.2","6.20","110","144","103","147","276","305","296"
"65",607776,"Mac Williamson","300","21.7","0.246","0.169","0.351","0.415","0.278","0.225","0.204","16","65","83.4","8.4","2249","89.5","89.09","21","61","4","-0.4","5.93","113","153","115","147","299","320","291"
"65",430605,"Ryan Raburn","265","24.5","0.262","0.169","0.395","0.431","0.290","0.280","0.264","17","65","82.9","9.7","2184","87.6","87.32","21","61","4","-0.3","6.08","112","151","113","146","298","316","292"
"65",453385,"Clayton Richard","237","27.4","0.123","0.070","0.240","0.193","0.133","0.101","0.092","7","57","70.9","-9.6","2285","87.5","86.99","17","51","13","-0.5","6.02","109","145","102","146","275","302","292"
"64",571578,"Patrick Corbin","293","21.8","0.125","0.036","0.250","0.161","0.122","0.105","0.107","7","56","69.1","-15.1","2198","89.4","88.81","17","53","11","-0.6","5.92","109","146","103","146","275","300","291"
"63",573185,"Dan Straily","220","28.6","0.073","0.018","0.182","0.091","0.070","0.065","0.070","4","55","67.3","-17.5","2214","88.8","88.15","14","44","17","-0.7","5.96","106","144","100","145","284","293","260"
"63",592592,"Brett Nicholas","225","28.0","0.238","0.159","0.271","0.397","0.266","0.252","0.232","15","63","85.4","12.5","2219","89.0","88.79","12","62","1","-0.2","6.08","114","150","118","151","291","320","302"
"62",453562,"Jake Arrieta","263","23.6","0.133","0.083","0.259","0.217","0.147","0.129","0.119","8","60","78.1","7.5","2222","88.0","87.51","18","48","14","-0.5","6.02","107","147","110","146","294","311","283"
"61",643603,"Tyler White","270","22.6","0.283","0.250","0.333","0.533","0.334","0.331","0.259","17","60","89.6","22.4","2188","88.8","88.42","11","56","5","-0.4","6.11","109","150","115","146","294","317","282"
"61",605204,"J.D. Davis","238","25.6","0.233","0.267","0.270","0.500","0.297","0.307","0.244","14","60","89.0","1.1","2211","88.7","88.08","14","55","6","-0.6","5.95","109","150","116","145","297","319","289"
"61",452657,"Jon Lester","253","24.1","0.148","0.111","0.250","0.259","0.167","0.175","0.145","8","54","80.4","-7.8","2199","89.4","88.89","12","47","13","-0.5","6.00","111","147","105","147","274","299","290"
"61",605200,"Zach Davies","237","25.7","0.128","0.043","0.188","0.170","0.127","0.115","0.122","6","47","67.8","-7.2","2210","89.4","89.23","5","51","8","-0.2","6.15","105","145","98","146","284","292","265"
"60",468504,"Jhoulys Chacin","191","31.4","0.226","0.038","0.286","0.264","0.212","0.164","0.163","12","53","76.2","-0.1","2211","86.3","85.59","10","59","1","-0.7","5.97","105","144","105","143","287","301","275"
"60",669720,"Austin Hays","224","26.8","0.220","0.102","0.279","0.322","0.226","0.243","0.224","13","59","84.4","8.5","2300","89.0","88.23","14","58","2","-0.8","5.87","110","151","112","145","304","322","287"
"60",543699,"Tanner Roark","221","27.1","0.094","0.019","0.161","0.113","0.089","0.086","0.092","5","53","74.6","-7.3","2170","88.7","88.42","15","53","7","-0.3","6.18","105","145","102","146","288","296","270"
"60",448605,"Justin Ruggiano","228","26.3","0.220","0.119","0.268","0.339","0.233","0.257","0.219","13","59","83.5","15.8","2177","87.7","87.08","11","54","6","-0.6","5.97","112","150","111","146","295","315","287"
"60",467100,"Ivan Nova","209","28.7","0.020","0.000","0.050","0.020","0.017","0.058","0.061","1","51","66.5","-20.9","2270","87.0","86.42","23","52","4","-0.6","5.92","106","142","98","143","287","291","262"
"60",502273,"Mike Freeman","267","22.5","0.100","0.083","0.125","0.183","0.118","0.169","0.153","6","60","84.6","10.2","2199","88.6","88.06","14","55","5","-0.5","6.00","114","149","109","149","282","310","296"
"59",519068,"Efren Navarro","306","19.3","0.237","0.153","0.333","0.390","0.263","0.293","0.238","14","59","92.4","9.1","2118","88.0","87.82","14","52","7","-0.2","6.15","114","148","119","149","286","320","296"
"59",595777,"Jurickson Profar","279","21.1","0.175","0.035","0.233","0.211","0.166","0.232","0.215","10","57","83.3","12.0","2157","89.6","89.42","9","54","5","-0.2","6.19","114","147","107","149","289","320","293"
"59",664057,"Andrew Stevenson","251","23.5","0.158","0.035","0.243","0.193","0.151","0.208","0.211","9","57","82.3","-0.4","2230","89.0","88.83","16","55","4","-0.2","6.22","111","147","101","147","279","306","297"
"59",458681,"Lance Lynn","235","25.1","0.074","0.037","0.138","0.111","0.078","0.095","0.095","4","54","71.8","-5.6","2239","87.4","86.78","19","53","4","-0.6","5.84","110","147","106","145","284","300","275"
"58",488818,"Chase d'Arnaud","224","25.9","0.190","0.086","0.270","0.276","0.198","0.190","0.186","11","58","80.2","6.9","2245","87.7","87.01","15","53","5","-0.7","5.96","108","151","107","147","300","313","286"
"58",519076,"Jimmy Nelson","234","24.8","0.107","0.000","0.286","0.107","0.094","0.065","0.066","6","56","68.3","-13.3","2227","89.1","88.61","24","47","11","-0.5","5.96","113","146","107","147","286","290","262"
"58",407793,"John Lackey","223","26.0","0.132","0.019","0.233","0.151","0.123","0.129","0.133","7","53","79.1","-9.5","2233","88.9","88.84","12","47","11","-0.1","6.14","113","148","108","147","287","299","269"
"58",544931,"Stephen Strasburg","217","26.7","0.130","0.111","0.132","0.241","0.155","0.212","0.195","7","54","80.2","-5.4","2130","89.6","89.28","6","50","8","-0.3","6.17","112","149","107","147","291","304","275"
"58",605170,"Victor Caratini","272","21.3","0.259","0.103","0.318","0.362","0.264","0.284","0.258","15","58","84.6","1.4","2106","89.0","88.64","13","58","0","-0.4","6.04","116","150","116","149","295","311","295"
"57",642180,"Tyler Wade","243","23.5","0.158","0.070","0.237","0.228","0.163","0.218","0.208","9","57","85.0","7.2","2187","89.5","89.30","12","50","7","-0.2","6.17","109","148","107","148","282","306","290"
"57",640447,"Phillip Ervin","242","23.6","0.268","0.196","0.316","0.464","0.307","0.279","0.247","15","56","84.5","17.0","2205","90.3","89.90","9","51","6","-0.4","6.11","110","150","109","146","295","310","280"
"57",605125,"Cody Asche","214","26.6","0.105","0.070","0.143","0.175","0.118","0.250","0.213","6","57","86.8","23.8","2194","89.9","89.23","13","49","8","-0.7","6.07","112","158","118","150","285","316","294"
"57",642423,"Magneuris Sierra","225","25.3","0.333","0.000","0.442","0.333","0.292","0.249","0.264","19","57","82.1","2.9","2240","88.4","88.19","9","52","5","-0.2","6.09","107","143","96","144","278","307","292"
"57",593523,"Marco Hernandez","234","24.4","0.281","0.053","0.381","0.333","0.265","0.263","0.266","16","57","83.4","7.7","2286","87.9","86.94","14","56","1","-1.0","5.83","111","149","104","148","276","314","297"
"57",592662,"Robbie Ray","224","25.4","0.250","0.038","0.448","0.288","0.233","0.176","0.178","13","52","74.1","0.2","2228","87.4","86.82","21","55","2","-0.6","5.98","109","145","104","146","276","304","292"
"56",609275,"Adalberto Mondesi","205","27.3","0.173","0.077","0.276","0.250","0.180","0.251","0.230","9","52","80.6","4.9","2276","86.7","86.76","18","52","4","0.1","6.09","106","143","99","143","282","314","290"
"56",570632,"Jose Urena","187","29.9","0.104","0.021","0.250","0.125","0.099","0.120","0.113","5","48","64.3","-10.3","2252","88.6","87.94","16","44","8","-0.7","6.01","104","140","99","144","285","293","265"
"56",622072,"Alex Wood","222","25.2","0.058","0.000","0.130","0.058","0.051","0.068","0.075","3","52","71.2","-9.3","2234","89.3","88.45","8","35","18","-0.9","5.81","105","146","102","146","284","295","266"
"56",624407,"Tzu-Wei Lin","289","19.4","0.273","0.073","0.395","0.345","0.264","0.231","0.232","15","55","81.9","9.5","2175","89.9","89.29","15","54","2","-0.6","5.97","108","146","104","146","267","302","297"
"56",429711,"Franklin Gutierrez","268","20.9","0.232","0.107","0.308","0.339","0.242","0.268","0.232","13","56","86.1","-0.5","2174","88.9","88.52","13","53","3","-0.4","5.88","108","150","114","145","302","317","293"
"55",477132,"Clayton Kershaw","236","23.3","0.184","0.020","0.250","0.204","0.168","0.183","0.193","9","49","74.3","-4.7","2222","88.3","87.82","8","50","5","-0.5","5.96","111","146","105","145","274","300","293"
"55",607257,"Raffy Lopez","247","22.3","0.222","0.241","0.267","0.463","0.278","0.237","0.189","12","54","84.7","18.9","2199","87.7","87.46","18","52","3","-0.2","6.13","114","152","121","146","281","315","298"
"54",547912,"Gift Ngoepe","282","19.1","0.226","0.075","0.444","0.302","0.225","0.161","0.158","12","53","80.9","-4.8","2201","89.1","88.51","22","50","4","-0.6","5.93","108","149","108","145","300","308","278"
"54",608379,"Michael Wacha","210","25.7","0.043","0.000","0.080","0.043","0.037","0.075","0.076","2","46","72.0","-14.1","2198","88.5","87.89","15","47","6","-0.6","5.84","107","145","102","146","291","299","271"
"54",607536,"Kyle Freeland","205","26.3","0.157","0.078","0.350","0.235","0.166","0.126","0.113","8","51","73.1","-11.2","2190","86.7","86.15","19","43","9","-0.6","5.80","109","144","102","145","281","307","295"
"54",502624,"Chase Anderson","205","26.3","0.137","0.020","0.318","0.157","0.127","0.100","0.105","7","51","76.1","-0.8","2239","87.8","87.39","19","44","7","-0.4","6.00","108","143","103","143","284","295","268"
"53",608566,"German Marquez","172","30.8","0.178","0.044","0.296","0.222","0.172","0.126","0.129","8","45","71.5","-19.4","2212","89.2","88.93","10","45","7","-0.3","6.03","106","145","104","145","292","302","273"
"53",425509,"Jhonny Peralta","219","24.2","0.208","0.000","0.275","0.208","0.182","0.282","0.289","11","53","87.2","12.2","2207","89.1","88.88","12","52","1","-0.2","6.09","108","152","114","146","304","317","292"
"53",543094,"Jaff Decker","261","20.3","0.200","0.060","0.303","0.260","0.196","0.231","0.230","10","50","81.8","10.2","2126","88.7","88.11","14","50","3","-0.6","5.88","112","147","106","150","281","317","296"
"53",518542,"Juan Centeno","207","25.6","0.231","0.115","0.263","0.346","0.245","0.279","0.269","12","52","83.1","9.6","2288","89.3","88.68","9","50","3","-0.6","5.95","118","150","111","148","278","311","291"
"52",607369,"Travis Taijeron","246","21.1","0.173","0.096","0.296","0.269","0.187","0.201","0.168","9","52","84.1","10.3","2184","87.8","87.48","16","44","8","-0.3","6.14","109","151","116","146","300","312","285"
"52",666561,"Jae-Gyun Hwang","240","21.7","0.154","0.077","0.194","0.231","0.163","0.216","0.191","8","52","82.7","13.6","2298","88.8","88.34","9","46","6","-0.5","6.02","107","152","112","147","296","321","289"
"52",592836,"Taijuan Walker","211","24.6","0.235","0.078","0.355","0.314","0.235","0.195","0.186","12","51","83.2","-3.2","2312","87.4","86.81","8","41","9","-0.6","5.80","113","149","108","148","291","306","278"
"52",606131,"Luis Perdomo","158","32.9","0.109","0.196","0.192","0.304","0.162","0.146","0.146","5","46","70.3","-5.0","2237","86.9","85.66","8","40","9","-1.2","5.63","104","142","100","142","282","296","268"
"51",571757,"Jeremy Hazelbaker","254","20.1","0.353","0.235","0.552","0.588","0.393","0.262","0.249","18","51","89.3","13.0","2192","89.7","89.37","15","46","5","-0.3","6.07","114","146","106","147","294","320","302"
"51",518568,"Christian Colon","193","26.4","0.163","0.020","0.205","0.184","0.150","0.123","0.124","8","49","80.8","1.2","2217","89.2","88.83","8","49","2","-0.4","6.07","106","148","106","145","299","315","279"
"51",519043,"Matt Moore","177","28.8","0.128","0.000","0.214","0.128","0.112","0.127","0.137","6","47","72.9","-5.7","2224","88.6","88.08","14","46","5","-0.5","6.01","108","145","102","145","268","298","286"
"51",543294,"Kyle Hendricks","179","28.5","0.100","0.020","0.227","0.120","0.095","0.076","0.075","5","50","73.8","-4.9","2143","90.2","90.01","18","41","9","-0.2","6.18","110","146","107","144","282","295","265"
"51",502190,"Mike Leake","184","27.7","0.174","0.022","0.258","0.196","0.160","0.239","0.231","8","46","76.5","2.9","2252","88.1","87.80","11","47","2","-0.3","6.01","103","144","104","144","294","305","276"
"51",643327,"Zack Godley","196","26.0","0.048","0.000","0.125","0.048","0.042","0.060","0.065","2","42","62.8","-11.9","2276","88.0","87.54","10","35","13","-0.5","5.96","102","143","101","145","289","300","271"
"50",593525,"Orlando Calixte","192","26.0","0.149","0.021","0.212","0.170","0.133","0.196","0.203","7","47","84.0","14.5","2189","86.8","86.31","14","48","2","-0.5","6.02","107","149","106","149","290","312","286"
"50",605400,"Aaron Nola","218","22.9","0.083","0.000","0.174","0.083","0.073","0.071","0.075","4","48","77.5","-13.7","2315","88.5","88.43","12","37","11","-0.1","6.25","109","146","105","147","283","293","263"
"50",456501,"Johnny Cueto","143","35.0","0.089","0.000","0.129","0.089","0.076","0.093","0.089","4","45","66.0","-16.4","2247","87.4","86.77","8","43","6","-0.6","5.97","100","142","96","143","283","297","261"
"49",621389,"Ty Blach","216","22.7","0.227","0.114","0.391","0.341","0.235","0.240","0.217","10","44","79.0","1.9","2280","87.0","86.50","11","39","10","-0.5","6.00","108","147","105","147","291","304","275"
"49",572204,"Trayce Thompson","226","21.7","0.122","0.143","0.200","0.265","0.158","0.234","0.193","6","49","87.4","5.5","2152","90.6","90.08","17","43","6","-0.5","6.03","107","151","112","146","302","317","296"
"49",425794,"Adam Wainwright","153","32.0","0.262","0.190","0.360","0.452","0.299","0.237","0.198","11","42","72.7","-3.9","2183","89.5","89.44","11","45","4","-0.1","6.09","104","143","103","143","293","308","281"
"49",641771,"Chad Kuhl","188","26.1","0.109","0.043","0.167","0.152","0.111","0.131","0.132","5","46","77.3","-3.6","2239","85.9","85.26","13","46","3","-0.6","5.82","109","145","102","145","289","297","269"
"48",592314,"Mike Foltynewicz","165","29.1","0.049","0.000","0.143","0.049","0.043","0.085","0.091","2","41","62.4","-6.4","2283","86.1","85.46","21","42","6","-0.6","5.90","108","146","103","147","289","297","265"
"48",596143,"Luis Sardinas","179","26.8","0.167","0.000","0.216","0.167","0.146","0.194","0.199","8","48","81.2","0.9","2224","88.4","87.55","10","47","1","-0.8","5.89","108","149","107","147","285","311","289"
"48",601713,"Nick Pivetta","171","28.1","0.068","0.000","0.130","0.068","0.060","0.101","0.104","3","44","73.1","-7.9","2252","87.3","86.69","18","45","3","-0.6","5.99","107","146","104","148","282","292","264"
"47",448179,"Rich Hill","156","30.1","0.111","0.022","0.179","0.133","0.103","0.111","0.118","5","45","72.5","-0.5","2203","88.9","88.24","14","43","1","-0.7","5.87","107","144","99","146","266","293","285"
"47",621446,"Lewis Brinson","209","22.5","0.106","0.170","0.107","0.277","0.155","0.278","0.232","5","47","90.9","5.8","2189","88.0","87.53","12","42","5","-0.5","5.93","110","150","109","148","303","318","294"
"47",594838,"Phil Gosselin","181","26.0","0.149","0.043","0.200","0.191","0.146","0.154","0.164","7","47","82.1","11.4","2214","89.0","88.64","8","43","4","-0.4","6.12","109","150","109","147","297","308","279"
"46",543022,"Tyler Chatwood","156","29.5","0.154","0.026","0.200","0.179","0.144","0.157","0.164","6","39","73.2","-7.9","2283","87.6","86.89","7","44","2","-0.7","5.76","105","143","101","143","290","303","275"
"46",465753,"Pedro Florimon","214","21.5","0.348","0.130","0.533","0.478","0.351","0.274","0.267","16","46","85.0","10.3","2234","87.1","86.50","13","43","3","-0.6","5.95","107","148","105","149","286","313","292"
"45",518902,"Pete Kozma","205","22.0","0.114","0.068","0.174","0.182","0.125","0.119","0.120","5","44","78.9","20.9","2265","89.4","88.60","11","36","9","-0.8","5.87","105","148","108","145","298","312","273"
"45",641598,"Mitch Garver","219","20.5","0.200","0.156","0.300","0.356","0.228","0.206","0.190","9","45","86.5","11.4","2261","89.2","88.87","11","41","4","-0.3","6.08","105","149","115","143","300","317","289"
"45",622270,"Alex Mejia","197","22.8","0.114","0.068","0.133","0.182","0.125","0.195","0.187","5","44","81.8","2.2","2227","88.0","87.59","11","43","2","-0.4","5.99","109","150","113","147","296","310","288"
"44",643265,"Garrett Cooper","184","23.9","0.326","0.163","0.438","0.488","0.335","0.317","0.310","14","43","89.0","13.7","2224","88.6","87.86","11","43","1","-0.7","6.00","108","150","118","146","292","320","288"
"44",592866,"Trevor Williams","175","25.1","0.050","0.000","0.087","0.050","0.044","0.121","0.124","2","40","72.4","-6.3","2268","87.9","87.36","7","34","8","-0.5","5.90","111","147","105","145","289","294","267"
"43",434567,"Geovany Soto","188","22.9","0.190","0.214","0.167","0.405","0.240","0.367","0.297","8","42","90.7","18.2","2272","88.3","87.98","6","39","4","-0.3","6.18","105","150","113","144","297","318","286"
"43",592791,"Jameson Taillon","130","33.1","0.158","0.000","0.261","0.158","0.138","0.141","0.153","6","38","66.4","-19.7","2154","89.0","88.99","9","37","3","0.0","6.26","105","143","100","144","285","291","262"
"43",628317,"Kenta Maeda","147","29.3","0.132","0.026","0.143","0.158","0.125","0.122","0.126","5","38","71.5","-2.3","2257","87.7","87.19","3","43","0","-0.5","5.87","102","145","104","146","288","298","270"
"42",466988,"Emilio Bonifacio","159","26.4","0.135","0.081","0.172","0.216","0.142","0.205","0.197","5","37","76.9","8.9","2191","89.3","88.69","6","39","3","-0.6","5.95","101","143","99","144","282","309","290"
"42",592351,"Jon Gray","178","23.6","0.079","0.079","0.200","0.158","0.098","0.104","0.081","3","38","70.1","-5.2","2236","87.1","86.73","15","30","11","-0.4","6.02","109","148","105","148","295","307","276"
"41",592122,"Tyler Austin","191","21.5","0.231","0.205","0.318","0.436","0.264","0.318","0.268","9","39","89.1","15.2","2257","89.3","89.12","13","37","4","-0.2","6.20","109","151","114","145","295","323","291"
"41",542642,"Rymer Liriano","208","19.7","0.220","0.122","0.308","0.341","0.237","0.224","0.209","9","41","88.1","1.5","2251","87.3","87.14","11","38","3","-0.2","6.12","108","150","112","145","299","318","290"
"40",475100,"Scott Van Slyke","200","20.0","0.125","0.175","0.130","0.300","0.174","0.265","0.206","5","40","86.1","19.2","2182","89.8","89.32","11","36","4","-0.5","6.00","106","151","116","145","304","322","297"
"40",605227,"Taylor Featherston","212","18.9","0.184","0.184","0.217","0.368","0.218","0.251","0.185","7","38","89.9","17.1","2244","89.7","89.03","11","36","4","-0.7","6.02","110","150","113","145","300","317","284"
"40",519037,"Carlos Moncrief","173","23.1","0.211","0.026","0.320","0.237","0.184","0.233","0.220","8","38","88.0","17.0","2157","88.7","88.34","12","37","3","-0.4","6.01","111","145","111","148","290","314","299"
"39",502029,"Chris Marrero","155","25.2","0.132","0.079","0.138","0.211","0.141","0.226","0.199","5","38","84.8","24.2","2254","88.6","88.12","5","35","4","-0.5","6.01","105","147","116","144","302","320","297"
"38",519025,"Will Middlebrooks","138","27.5","0.211","0.158","0.333","0.368","0.239","0.287","0.262","8","38","90.6","11.8","2248","90.6","90.55","11","35","3","0.0","6.22","108","150","116","147","306","322","295"
"38",594576,"Jacob May","179","21.2","0.056","0.000","0.105","0.056","0.049","0.092","0.100","2","36","73.9","-6.8","2209","88.7","88.01","13","34","4","-0.7","6.03","104","144","99","144","274","304","282"
"38",659275,"Dinelson Lamet","117","32.5","0.086","0.000","0.231","0.086","0.075","0.093","0.100","3","35","63.8","1.6","2223","87.6","86.88","18","34","3","-0.7","5.89","110","144","102","145","287","294","261"
"38",444857,"Scott Feldman","125","30.4","0.029","0.000","0.056","0.029","0.026","0.103","0.108","1","34","68.9","4.2","2176","84.6","83.89","13","35","0","-0.7","5.80","103","141","102","142","267","297","282"
"38",492841,"Michael Martinez","152","25.0","0.162","0.027","0.273","0.189","0.152","0.198","0.202","6","37","85.2","11.1","2270","88.2","87.51","8","31","7","-0.7","5.96","107","147","105","148","282","312","288"
"38",622608,"Antonio Senzatela","120","31.7","0.129","0.032","0.364","0.161","0.125","0.102","0.107","4","31","63.9","-13.9","2332","85.9","85.50","18","36","0","-0.4","5.91","107","143","99","146","294","305","277"
"37",571980,"Tyler Naquin","156","23.7","0.222","0.056","0.286","0.278","0.209","0.220","0.226","8","36","84.1","5.7","2167","88.4","88.05","4","32","5","-0.4","6.05","112","147","108","149","289","315","298"
"37",607229,"Robert Gsellman","173","21.4","0.152","0.000","0.250","0.152","0.129","0.135","0.144","5","33","76.7","-11.8","2194","88.6","88.49","1","24","12","-0.1","6.28","105","144","101","145","279","291","267"
"37",475247,"Ryan Flaherty","166","22.3","0.216","0.027","0.296","0.243","0.199","0.195","0.199","8","37","87.2","9.9","2316","88.0","87.20","6","33","4","-0.8","5.90","114","149","115","149","290","322","298"
"37",643393,"Tony Kemp","137","27.0","0.216","0.027","0.250","0.243","0.199","0.203","0.200","8","37","84.5","18.9","2217","89.9","89.68","3","35","2","-0.2","6.17","108","144","103","145","268","303","290"
"37",434604,"Michael Morse","150","24.7","0.194","0.111","0.273","0.306","0.205","0.261","0.222","7","36","91.8","10.8","2358","87.7","86.67","12","35","2","-1.0","5.72","110","151","113","147","302","321","297"
"36",490063,"Matt Garza","142","25.4","0.086","0.000","0.136","0.086","0.075","0.093","0.096","3","35","71.5","-17.6","2171","88.7","88.00","8","31","3","-0.7","5.81","110","147","102","146","283","292","262"
"36",656185,"Greg Allen","146","24.7","0.229","0.114","0.259","0.343","0.235","0.312","0.310","8","35","85.3","8.1","2180","87.9","87.44","6","34","2","-0.5","6.05","109","143","105","142","285","308","290"
"36",476451,"Jeremy Hellickson","171","21.1","0.091","0.091","0.125","0.182","0.111","0.114","0.118","3","33","71.3","-12.3","2285","86.9","86.64","5","32","4","-0.3","6.17","108","147","107","147","285","297","263"
"36",605452,"Joe Ross","148","24.3","0.182","0.061","0.353","0.242","0.181","0.130","0.135","6","33","80.3","-4.3","2149","88.6","88.56","12","32","4","0.0","6.24","110","147","106","145","292","303","280"
"35",518774,"Matt Harvey","125","28.0","0.059","0.000","0.095","0.059","0.052","0.134","0.141","2","34","75.3","-11.1","2223","87.3","87.09","8","30","3","-0.2","6.21","101","143","98","146","285","300","268"
"35",456701,"Homer Bailey","121","28.9","0.250","0.071","0.412","0.321","0.245","0.127","0.138","7","28","65.2","-25.3","2255","88.9","88.61","6","30","5","-0.3","6.18","109","143","104","145","289","294","261"
"35",656546,"Jeff Hoffman","120","29.2","0.094","0.031","0.200","0.125","0.093","0.098","0.104","3","32","72.2","-14.2","2209","85.8","85.39","12","30","5","-0.4","5.91","108","145","105","146","291","305","279"
"35",448802,"Jaime Garcia","145","24.1","0.156","0.125","0.174","0.281","0.183","0.140","0.134","5","32","74.1","-9.8","2215","86.4","85.54","6","33","2","-0.9","5.77","112","147","104","146","273","301","288"
"34",430912,"Matt Cain","126","27.0","0.156","0.063","0.417","0.219","0.159","0.122","0.117","5","32","69.5","-4.1","2326","86.7","86.17","13","27","7","-0.5","5.94","109","147","107","145","288","304","271"
"34",527049,"Cesar Puello","158","21.5","0.206","0.000","0.318","0.206","0.181","0.152","0.164","7","34","81.3","1.1","2273","89.1","88.67","6","28","6","-0.4","6.09","107","152","114","144","300","323","293"
"34",622497,"Miguel Gomez","113","30.1","0.242","0.061","0.286","0.303","0.227","0.252","0.225","8","33","88.0","8.4","2261","88.1","87.54","6","34","0","-0.6","5.99","106","147","104","148","287","316","289"
"34",444843,"Andre Ethier","139","24.5","0.235","0.206","0.273","0.441","0.282","0.290","0.251","8","34","83.9","6.1","2174","90.0","89.68","9","33","1","-0.3","6.12","114","154","125","151","292","316","301"
"34",595191,"Jerad Eickhoff","110","30.9","0.161","0.032","0.278","0.194","0.153","0.138","0.146","5","31","70.1","-10.0","2217","88.2","87.47","8","29","4","-0.7","5.95","105","143","101","146","283","292","265"
"33",607625,"Seth Lugo","101","32.7","0.143","0.179","0.176","0.321","0.190","0.163","0.133","4","28","76.8","-11.0","2190","87.7","87.39","9","32","1","-0.3","6.13","108","148","102","146","288","300","272"
"33",656794,"Sean Newcomb","132","25.0","0.037","0.000","0.100","0.037","0.032","0.019","0.023","1","27","58.0","-21.8","2213","87.6","87.10","8","24","8","-0.5","5.94","108","145","99","145","270","298","286"
"33",518649,"Brett Eibner","147","22.4","0.182","0.182","0.286","0.364","0.226","0.297","0.226","6","33","89.2","3.6","2238","89.1","88.74","12","28","5","-0.4","5.94","108","151","113","146","304","315","292"
