"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"27",518875,"Shawn Kelley","730","3.7","0.259","0.407","0.222","0.667","0.383","0.273","0.232","7","27","83.0","21.8","2319","87.0","87.09","4","25","2","0.1","6.26","108","146","115","147","295","313","292"
"26",518566,"Taylor Cole","571","4.6","0.250","0.167","0.357","0.417","0.272","0.232","0.221","6","24","88.1","3.4","2175","88.6","89.36","8","24","2","0.8","6.67","115","152","109","149","294","320","305"
"26",456068,"Miguel Gonzalez","258","10.1","0.346","0.385","0.304","0.731","0.448","0.365","0.321","9","26","92.7","14.7","2273","85.7","84.29","1","26","0","-1.4","5.46","112","149","111","146","283","302","287"
"26",641427,"Alan Busenitz","509","5.1","0.346","0.385","0.353","0.731","0.452","0.288","0.256","9","26","85.1","20.9","2610","90.8","89.63","4","24","2","-1.2","5.53","112","147","112","145","291","310","284"
"26",424144,"Oliver Perez","468","5.6","0.231","0.000","0.400","0.231","0.203","0.235","0.222","6","26","87.9","19.2","2260","85.9","85.17","5","20","5","-0.7","5.76","106","148","115","148","285","316","292"
"26",543424,"John Lamb","202","12.9","0.269","0.423","0.235","0.692","0.398","0.341","0.275","7","26","88.4","15.8","2117","85.2","85.57","6","26","0","0.4","6.46","110","154","114","146","302","321","288"
"26",448609,"Tony Sipp","627","4.1","0.192","0.154","0.267","0.346","0.228","0.171","0.157","5","26","83.1","6.1","1841","86.0","85.01","9","25","1","-1.0","5.78","105","146","112","146","276","306","287"
"26",605143,"Ray Black","407","6.4","0.192","0.269","0.176","0.462","0.272","0.262","0.213","5","26","89.3","22.4","2846","92.7","92.21","7","26","0","-0.5","6.03","111","149","112","148","300","321","296"
"26",592094,"Jason Adam","571","4.6","0.269","0.423","0.235","0.692","0.398","0.343","0.226","7","26","90.3","36.7","2504","89.3","89.42","6","26","0","0.1","6.30","112","153","114","143","302","324","297"
"25",623434,"Mike Hauschild","140","17.9","0.208","0.042","0.238","0.250","0.191","0.358","0.307","5","24","94.6","13.5","1938","86.9","86.01","3","24","1","-0.9","5.80","109","151","115","145","295","312","290"
"25",608648,"Tyler Duffey","419","6.0","0.217","0.261","0.211","0.478","0.265","0.259","0.219","5","23","91.1","17.9","2399","88.4","88.31","5","25","0","-0.1","6.21","106","150","114","148","297","326","288"
"25",502593,"Jake Petricka","790","3.2","0.360","0.160","0.474","0.520","0.376","0.297","0.288","9","25","85.8","1.5","2113","93.6","94.81","5","24","1","1.2","7.01","104","146","110","144","293","316","291"
"25",641793,"Zack Littell","427","5.9","0.375","0.292","0.368","0.667","0.441","0.401","0.331","9","24","86.4","4.0","2013","88.0","88.55","2","24","1","0.6","6.47","107","148","113","147","290","322","290"
"25",543001,"Ryan Carpenter","425","5.9","0.440","0.520","0.412","0.960","0.586","0.504","0.386","11","25","87.9","19.6","2268","85.7","85.17","3","24","1","-0.5","5.96","102","150","111","147","303","321","283"
"25",605130,"Scott Barlow","237","10.5","0.240","0.160","0.278","0.400","0.272","0.299","0.224","6","25","89.3","21.7","2407","86.9","87.74","5","24","1","0.8","6.61","107","145","112","141","303","321","298"
"25",606930,"Jacob Barnes","840","3.0","0.320","0.000","0.471","0.320","0.282","0.224","0.217","8","25","83.9","-1.8","2370","92.6","93.03","7","24","1","0.4","6.58","104","148","111","149","298","312","290"
"25",656186,"Dan Altavilla","360","6.9","0.200","0.240","0.200","0.440","0.268","0.254","0.195","5","25","88.9","33.5","2439","93.4","92.14","7","24","1","-1.3","5.59","109","146","108","145","287","313","289"
"25",641941,"Emilio Pagan","1038","2.4","0.240","0.360","0.267","0.600","0.347","0.322","0.199","6","25","87.8","36.8","2468","91.4","91.63","6","23","2","0.2","6.46","112","150","116","151","299","320","294"
"25",491646,"Jeanmar Gomez","449","5.6","0.391","0.348","0.438","0.739","0.457","0.382","0.306","9","23","83.0","23.9","1967","86.9","87.55","5","24","1","0.6","6.59","105","143","109","143","298","321","297"
"25",580792,"Nick Goody","198","12.6","0.280","0.320","0.313","0.600","0.368","0.378","0.269","7","25","94.7","25.7","2292","86.5","86.13","5","23","2","-0.4","5.98","105","155","110","149","291","313","294"
"25",605232,"Brandon Finnegan","396","6.3","0.458","0.292","0.409","0.750","0.494","0.461","0.394","11","24","88.9","18.7","2157","89.5","88.52","1","25","0","-1.0","5.62","108","147","109","141","286","308","281"
"25",573109,"AJ Ramos","360","6.9","0.120","0.120","0.133","0.240","0.152","0.281","0.221","3","25","79.1","15.8","2377","86.8","85.54","6","22","3","-1.3","5.59","114","148","108","147","299","326","307"
"25",656257,"Jeff Brigham","316","7.9","0.292","0.167","0.316","0.458","0.307","0.320","0.255","7","24","85.9","28.6","2376","90.4","89.16","4","24","1","-1.2","5.74","104","148","112","146","288","319","291"
"25",622098,"Drew Smith","436","5.7","0.375","0.250","0.400","0.625","0.407","0.336","0.262","9","24","88.7","20.4","2411","89.2","88.04","4","25","0","-1.2","5.68","106","150","108","145","302","329","307"
"24",518748,"Justin Grimm","307","7.8","0.333","0.143","0.316","0.476","0.332","0.300","0.291","7","21","86.9","20.0","2101","87.6","88.02","2","24","0","0.4","6.73","103","146","105","139","288","316","290"
"24",595918,"A.J. Cole","877","2.7","0.391","0.696","0.364","1.087","0.611","0.380","0.265","9","23","87.3","16.3","2219","84.2","84.08","4","21","3","-0.1","6.22","110","148","108","143","286","312","291"
"24",606983,"Koda Glover","283","8.5","0.333","0.125","0.350","0.458","0.341","0.338","0.322","8","24","88.6","16.0","2259","92.1","91.73","1","22","2","-0.4","5.97","109","149","111","147","299","314","297"
"23",656629,"Michael Kopech","256","9.0","0.261","0.130","0.313","0.391","0.280","0.266","0.231","6","23","87.4","31.9","2502","94.0","94.18","3","20","3","0.2","6.34","105","146","115","149","299","318","295"
"23",643466,"Harrison Musgrave","699","3.3","0.217","0.348","0.267","0.565","0.318","0.222","0.194","5","23","85.7","3.1","2221","87.0","87.04","7","23","0","0.0","6.02","112","148","110","143","298","324","303"
"23",593833,"Wander Suero","789","2.9","0.227","0.136","0.333","0.364","0.248","0.280","0.286","5","22","83.9","14.2","2430","90.9","91.04","5","21","2","0.1","6.20","109","150","112","148","296","315","299"
"23",592779,"Brock Stewart","336","6.8","0.348","0.087","0.421","0.435","0.336","0.328","0.321","8","23","94.5","11.3","2205","88.6","88.56","3","22","1","0.0","6.19","110","152","122","144","307","325","296"
"22",605476,"Carson Smith","263","8.4","0.364","0.273","0.538","0.636","0.421","0.335","0.315","8","22","96.1","7.9","2610","88.3","87.17","7","21","1","-1.1","5.70","115","155","118","151","281","311","284"
"22",611093,"Silvino Bracho","493","4.5","0.286","0.238","0.333","0.524","0.339","0.226","0.190","6","21","85.9","31.7","2169","88.0","87.32","4","21","1","-0.7","5.94","103","145","110","147","296","320","299"
"22",503285,"Darren O'Day","332","6.6","0.409","0.318","0.467","0.727","0.481","0.261","0.252","9","22","83.8","17.1","2336","82.7","82.87","5","22","0","0.2","6.37","110","150","111","149","292","313","287"
"22",461872,"Anthony Swarzak","489","4.5","0.227","0.273","0.231","0.500","0.305","0.335","0.293","5","22","84.4","13.3","2354","91.1","90.65","4","19","3","-0.5","6.05","107","152","113","147","300","328","307"
"22",518489,"Ryan Brasier","486","4.5","0.286","0.238","0.313","0.524","0.326","0.283","0.273","6","21","82.3","13.1","2418","92.7","93.32","5","22","0","0.6","6.51","113","148","110","146","279","316","295"
"21",542888,"Shawn Armstrong","204","10.3","0.200","0.250","0.214","0.450","0.257","0.236","0.195","4","20","86.1","15.9","2672","90.7","90.40","4","19","2","-0.3","6.12","107","150","112","147","292","323","294"
"21",571035,"William Cuevas","348","6.0","0.200","0.150","0.286","0.350","0.231","0.241","0.224","4","20","79.9","9.2","2374","85.9","86.25","5","20","1","0.4","6.40","109","153","114","148","279","316","291"
"21",663465,"Kolby Allard","161","13.0","0.400","0.350","0.375","0.750","0.485","0.513","0.402","8","20","91.4","10.6","1854","87.3","86.90","2","21","0","-0.4","5.86","104","147","101","149","296","315","294"
"20",664641,"Ariel Miranda","92","21.7","0.300","0.050","0.400","0.350","0.282","0.280","0.285","6","20","86.2","11.5","2107","85.6","83.37","3","18","2","-2.2","5.13","108","147","110","145","301","313","280"
"20",608723,"Austin Voth","216","9.3","0.250","0.000","0.333","0.250","0.220","0.274","0.276","5","20","88.2","11.8","2424","87.7","87.15","3","18","2","-0.5","5.93","111","152","117","147","302","315","292"
"20",596074,"Bobby Poyner","374","5.3","0.105","0.000","0.182","0.105","0.093","0.175","0.174","2","19","77.6","18.8","2195","87.5","86.32","7","19","1","-1.2","5.78","112","152","119","149","281","311","285"
"20",572955,"Pierce Johnson","816","2.5","0.200","0.250","0.188","0.450","0.270","0.259","0.200","4","20","86.0","6.1","2493","90.2","88.83","2","19","1","-1.4","5.34","113","147","114","146","290","308","287"
"20",642083,"Aaron Slegers","216","9.3","0.300","0.250","0.278","0.550","0.358","0.435","0.367","6","20","89.0","18.0","1942","87.9","89.47","1","20","0","1.6","7.08","107","146","114","145","297","322","289"
"19",493247,"Peter Moylan","516","3.7","0.333","0.167","0.385","0.500","0.357","0.324","0.333","6","18","87.8","1.9","2143","86.2","84.36","3","18","1","-1.8","5.30","107","151","103","148","293","313","296"
"19",430641,"Blaine Boyer","434","4.4","0.316","0.263","0.313","0.579","0.377","0.331","0.338","6","19","89.0","2.8","2457","88.5","87.68","1","18","1","-0.8","5.69","114","155","116","145","300","325","301"
"19",607473,"Chasen Bradford","860","2.2","0.211","0.368","0.167","0.579","0.326","0.279","0.210","4","19","87.3","17.1","2408","88.0","87.23","5","19","0","-0.8","5.79","112","155","114","148","296","326","293"
"19",433586,"Santiago Casilla","499","3.8","0.105","0.000","0.105","0.105","0.093","0.319","0.276","2","19","89.5","15.8","2365","87.1","86.54","0","19","0","-0.6","6.18","110","149","118","152","299","326","307"
"19",592426,"Luke Jackson","708","2.7","0.368","0.211","0.462","0.579","0.404","0.275","0.249","7","19","91.2","3.1","2295","87.8","87.95","5","19","0","0.2","6.31","113","151","105","151","293","317","298"
"19",621199,"Matt Bowman","439","4.3","0.368","0.211","0.462","0.579","0.404","0.294","0.259","7","19","83.2","3.4","1938","88.7","87.50","3","17","2","-1.2","5.60","112","148","115","146","298","318","296"
"19",622259,"Trey Wingenter","322","5.9","0.263","0.211","0.308","0.474","0.311","0.272","0.250","5","19","87.9","10.9","2177","94.8","95.61","5","19","0","0.8","6.59","113","149","114","147","294","317","305"
"19",605255,"Brett Graves","533","3.6","0.263","0.053","0.333","0.316","0.251","0.249","0.262","5","19","83.9","3.0","2228","89.8","89.52","4","19","0","-0.3","6.16","105","144","103","146","299","322","299"
"18",621295,"Nick Wittgren","601","3.0","0.278","0.056","0.385","0.333","0.265","0.157","0.160","5","18","85.8","17.8","2127","88.3","88.72","2","15","3","0.4","6.61","106","148","117","149","300","322","300"
"18",627894,"Luiz Gohara","302","6.0","0.167","0.000","0.273","0.167","0.147","0.174","0.116","3","18","87.8","27.1","2183","89.5","88.64","5","16","2","-0.9","5.78","110","154","110","147","295","317","293"
"18",592499,"Artie Lewicki","655","2.7","0.412","0.353","0.462","0.765","0.467","0.486","0.390","7","17","89.2","8.6","2018","88.0","87.57","3","17","1","-0.4","5.95","112","152","120","144","294","323","289"
"18",605540,"Brandon Woodruff","750","2.4","0.412","0.176","0.438","0.588","0.401","0.368","0.343","7","17","91.0","10.0","2199","91.5","91.41","1","17","1","-0.1","6.13","104","150","117","149","315","326","297"
"18",621289,"Jaime Schultz","583","3.1","0.353","0.588","0.250","0.941","0.506","0.398","0.265","6","17","90.1","20.2","2424","92.1","90.75","2","17","1","-1.3","5.54","107","154","117","147","297","324","297"
"17",279571,"Matt Belisle","586","2.9","0.471","0.412","0.500","0.882","0.571","0.492","0.396","8","17","88.9","17.6","2046","87.2","88.10","3","17","0","0.9","6.84","98","146","119","143","282","331","305"
"17",544928,"Tyler Lyons","284","6.0","0.235","0.176","0.273","0.412","0.275","0.348","0.270","4","17","89.0","23.4","2253","84.1","83.18","3","15","2","-0.9","5.69","111","144","109","148","296","319","300"
"17",475857,"Ryan Cook","312","5.4","0.313","0.250","0.400","0.563","0.370","0.277","0.237","5","16","83.0","4.5","2110","92.3","91.01","2","14","3","-1.3","5.54","108","153","105","148","292","321","292"
"17",572998,"Josh Lucas","248","6.9","0.235","0.059","0.400","0.294","0.229","0.209","0.219","4","17","81.5","14.2","2527","83.9","82.47","4","14","3","-1.4","5.43","107","149","123","147","306","328","301"
"16",592169,"Austin Brice","603","2.7","0.286","0.429","0.222","0.714","0.388","0.290","0.214","4","14","85.9","7.0","2212","90.5","88.98","2","14","2","-1.5","5.39","109","145","104","138","290","293","279"
"16",621141,"Walker Lockett","290","5.5","0.250","0.313","0.214","0.563","0.336","0.258","0.223","4","16","82.4","-4.3","2042","90.5","89.83","1","16","0","-0.7","6.09","113","159","123","143","292","319","304"
"16",669060,"Bryse Wilson","135","11.9","0.188","0.063","0.273","0.250","0.188","0.188","0.200","3","16","81.3","5.8","2179","89.0","88.81","5","16","0","-0.2","6.12","112","154","104","151","296","317","289"
"16",622505,"Victor Alcantara","440","3.6","0.313","0.500","0.333","0.813","0.465","0.392","0.287","5","16","95.4","6.6","2047","92.2","91.14","5","16","0","-1.1","5.62","108","157","115","146","311","327","295"
"15",525768,"Tim Collins","371","4.0","0.333","0.133","0.417","0.467","0.342","0.356","0.324","5","15","81.1","19.3","2305","88.7","87.85","2","14","1","-0.8","5.69","98","141","103","138","294","314","293"
"15",571901,"Aaron Loup","714","2.1","0.267","0.200","0.300","0.467","0.311","0.246","0.204","4","15","86.9","11.7","2237","90.0","88.94","2","13","2","-1.1","5.82","109","152","117","142","290","319","296"
"15",448178,"Kevin Jepsen","309","4.9","0.308","0.308","0.273","0.615","0.360","0.388","0.320","4","13","88.3","1.8","2431","90.8","90.55","1","14","1","-0.2","6.30","101","148","111","145","294","321","290"
"15",622772,"Jimmy Cordero","332","4.5","0.533","0.333","0.636","0.867","0.595","0.381","0.347","8","15","90.1","6.3","2188","94.5","95.79","2","14","1","1.3","6.90","107","147","108","146","294","305","296"
"14",607481,"Aaron Bummer","609","2.3","0.357","0.000","0.455","0.357","0.314","0.270","0.302","5","14","76.9","-3.2","1967","90.7","90.12","1","12","2","-0.6","5.89","108","146","111","143","288","303","297"
"14",641656,"Ian Hamilton","117","12.0","0.231","0.462","0.125","0.692","0.353","0.239","0.175","3","13","89.7","13.9","2180","94.5","93.54","4","14","0","-1.0","5.70","109","147","106","144","295","315","291"
"14",595191,"Jerad Eickhoff","98","14.3","0.286","0.357","0.600","0.643","0.386","0.306","0.202","4","14","98.3","29.0","2561","82.3","81.66","6","12","2","-0.6","6.00","113","151","112","149","288","324","293"
"14",543118,"Oliver Drake","817","1.7","0.286","0.214","0.375","0.500","0.334","0.281","0.227","4","14","84.8","17.7","1305","85.7","85.96","5","14","0","0.3","6.39","106","148","112","147","297","317","287"
"14",461833,"Phil Hughes","562","2.5","0.357","0.429","0.375","0.786","0.479","0.480","0.349","5","14","95.2","20.4","2100","87.3","86.50","3","13","1","-0.8","5.93","114","150","114","148","297","322","295"
"14",623430,"Ryan Dull","408","3.4","0.154","0.000","0.250","0.154","0.135","0.109","0.124","2","13","78.8","16.0","2456","86.0","84.90","4","13","1","-1.1","5.56","107","149","127","152","307","326","301"
"14",592454,"Tommy Kahnle","485","2.9","0.143","0.071","0.250","0.214","0.152","0.184","0.192","2","14","78.9","20.3","1898","90.7","91.10","4","12","2","0.4","6.58","110","156","113","148","285","316","287"
"14",595881,"Tyler Beede","166","8.4","0.357","0.143","0.500","0.500","0.367","0.229","0.226","5","14","89.2","-8.9","1762","85.1","84.49","4","14","0","-0.6","6.00","104","145","114","145","286","305","289"
"14",554340,"Yimi Garcia","388","3.6","0.429","0.214","0.455","0.643","0.459","0.242","0.216","6","14","87.8","19.3","2586","91.1","90.23","2","14","0","-0.9","5.72","105","151","113","142","298","319","296"
"13",456713,"Matt Bush","414","3.1","0.231","0.154","0.333","0.385","0.260","0.260","0.246","3","13","95.0","7.0","2575","90.7","89.57","4","13","0","-1.1","5.63","109","149","115","147","301","320","289"
"13",621219,"Alec Mills","292","4.5","0.462","0.385","0.625","0.846","0.551","0.322","0.235","6","13","91.7","15.9","2206","89.0","89.12","4","13","0","0.1","6.34","107","148","111","149","297","322","298"
"13",543901,"Ryan Weber","74","17.6","0.231","0.154","0.250","0.385","0.257","0.295","0.271","3","13","88.0","7.4","2084","85.2","83.06","0","12","1","-2.1","5.19","114","151","109","150","293","316","290"
"13",628318,"Kazuhisa Makita","581","2.2","0.308","0.231","0.300","0.538","0.359","0.336","0.284","4","13","83.6","11.1","2045","76.8","75.98","2","13","0","-0.8","5.84","104","147","114","145","298","313","293"
"13",660853,"Enyel De Los Santos","335","3.9","0.231","0.077","0.300","0.308","0.231","0.250","0.265","3","13","87.7","9.2","2109","90.0","88.79","2","12","1","-1.2","5.69","101","147","112","144","300","314","288"
"13",596112,"Robert Stephenson","247","5.3","0.231","0.308","0.222","0.538","0.320","0.366","0.265","3","13","89.5","14.3","2191","88.9","88.34","3","13","0","-0.6","5.89","109","144","113","146","290","306","292"
"12",606478,"Pedro Araujo","527","2.3","0.333","0.583","0.250","0.917","0.516","0.459","0.359","4","12","93.2","32.7","2220","89.2","88.96","1","11","1","-0.2","6.19","108","152","118","150","294","319","295"
"12",643778,"Tyler Webb","354","3.4","0.417","0.167","0.500","0.583","0.428","0.323","0.307","5","12","95.2","15.3","2053","85.2","85.41","1","11","1","0.2","6.29","115","145","109","148","297","323","305"
"12",642701,"Dennis Santana","70","17.1","0.545","0.273","0.667","0.818","0.577","0.475","0.499","6","11","83.9","10.3","2415","84.6","84.17","2","12","0","-0.4","5.50","104","150","108","150","310","341","311"
"12",621052,"Alex Reyes","73","16.4","0.250","0.000","0.300","0.250","0.220","0.312","0.318","3","12","92.0","13.2","2180","89.2","88.42","2","12","0","-0.8","5.72","119","148","108","150","296","309","294"
"12",502028,"Blake Wood","193","6.2","0.167","0.083","0.250","0.250","0.177","0.175","0.155","2","12","88.7","16.4","2355","92.4","92.05","3","11","1","-0.3","6.02","103","150","115","148","303","330","301"
"12",543056,"Danny Coulombe","394","3.0","0.250","0.083","0.600","0.333","0.251","0.243","0.204","3","12","86.7","17.8","2393","85.2","84.17","6","11","1","-1.0","5.48","104","147","120","147","301","325","300"
"12",622766,"Miguel Diaz","347","3.5","0.182","0.182","0.286","0.364","0.208","0.211","0.190","2","11","89.0","8.4","2353","93.1","91.70","3","10","2","-1.4","5.59","120","150","114","147","289","313","304"
"11",542432,"Jose Ramirez","155","7.1","0.364","0.182","0.500","0.545","0.387","0.382","0.359","4","11","89.1","16.6","2264","91.6","90.96","2","10","1","-0.6","6.06","104","147","100","147","301","318","295"
"11",622097,"Jake Thompson","286","3.8","0.182","0.273","0.125","0.455","0.265","0.374","0.273","2","11","88.9","4.3","1988","87.0","86.94","1","10","1","-0.1","6.14","106","159","111","149","299","321","297"
"11",623454,"Drew Anderson","221","5.0","0.455","0.182","0.500","0.636","0.467","0.440","0.402","5","11","89.8","8.2","2337","85.7","84.90","1","11","0","-0.8","5.81","107","156","112","147","296","312","292"
"11",641627,"Trevor Gott","301","3.7","0.300","0.100","0.375","0.400","0.273","0.183","0.144","3","10","87.2","2.1","2129","94.1","93.08","2","10","1","-1.0","5.79","102","142","107","138","288","305","293"
"11",644428,"Troy Scribner","98","11.2","0.273","0.091","0.333","0.364","0.273","0.372","0.334","3","11","91.6","17.1","2058","82.9","82.18","2","11","0","-0.7","5.96","107","148","112","151","302","327","305"
"11",664869,"P.J. Conlon","135","8.1","0.455","0.182","0.500","0.636","0.467","0.365","0.338","5","11","94.0","20.3","1985","84.4","82.78","1","11","0","-1.6","5.25","109","147","112","148","294","316","289"
"11",543219,"Sean Gilmartin","455","2.4","0.364","0.182","0.444","0.545","0.387","0.292","0.292","4","11","90.3","0.7","1780","82.7","82.11","1","10","1","-0.6","5.87","109","148","112","144","291","312","291"
"11",608371,"Lucas Sims","312","3.5","0.182","0.000","0.250","0.182","0.160","0.177","0.187","2","11","85.7","9.5","2562","88.5","87.56","3","11","0","-0.9","5.52","109","149","107","147","298","319","297"
"11",643410,"Mark Leiter Jr.","468","2.4","0.364","0.455","0.333","0.818","0.491","0.416","0.316","4","11","95.7","11.3","1533","86.8","86.82","1","11","0","0.0","6.13","114","158","115","152","299","319","291"
"11",592712,"Connor Sadzeck","166","6.6","0.000","0.000","0.000","0.000","0.000","0.138","0.118","0","11","82.9","12.7","2449","90.9","90.43","2","11","0","-0.5","6.16","100","150","114","146","294","317","296"
"10",500724,"JC Ramirez","128","7.8","0.200","0.400","0.111","0.600","0.328","0.266","0.236","2","10","93.8","19.6","2006","91.0","90.70","0","10","0","-0.3","6.16","112","152","118","150","299","326","308"
"10",605513,"Spencer Turnbull","283","3.5","0.500","0.100","0.556","0.600","0.477","0.342","0.317","5","10","97.2","5.6","2280","93.9","93.89","0","9","1","0.0","6.27","112","152","119","150","303","335","295"
"10",656546,"Jeff Hoffman","181","5.5","0.400","0.100","0.500","0.500","0.389","0.191","0.200","4","10","81.9","-9.3","2402","85.2","85.92","2","10","0","0.7","6.39","107","148","116","142","299","327","309"
"10",656803,"James Norwood","227","4.4","0.300","0.000","0.375","0.300","0.264","0.338","0.257","3","10","93.7","22.3","2052","96.2","95.69","2","10","0","-0.5","6.04","113","152","115","150","302","327","306"
"10",542914,"Anthony Bass","244","4.1","0.300","0.100","0.375","0.400","0.301","0.388","0.390","3","10","95.2","1.6","1923","92.2","92.22","1","9","1","0.0","6.08","120","156","111","152","298","322","296"
"10",487675,"Edward Paredes","127","7.9","0.100","0.000","0.200","0.100","0.088","0.050","0.045","1","10","89.3","43.8","2124","81.2","80.19","2","7","3","-1.0","5.53","104","154","127","145","293","325","298"
"10",596720,"Dovydas Neverauskas","505","2.0","0.200","0.000","0.286","0.200","0.176","0.247","0.231","2","10","90.7","22.1","2412","91.8","91.81","1","8","2","0.0","6.34","113","150","113","147","290","310","281"
"10",446399,"Brett Cecil","569","1.8","0.200","0.200","0.286","0.400","0.249","0.225","0.168","2","10","87.5","18.9","2213","85.0","83.61","2","9","1","-1.4","5.30","117","147","113","146","292","312","288"
"10",661255,"Yoan Lopez","129","7.8","0.200","0.100","0.286","0.300","0.213","0.191","0.191","2","10","91.1","7.6","2333","91.8","92.30","3","10","0","0.5","6.58","115","151","110","150","297","323","300"
"10",457915,"Javy Guerra","587","1.7","0.222","0.111","0.222","0.333","0.213","0.283","0.238","2","9","88.9","30.0","2113","90.8","90.16","1","10","0","-0.6","5.91","105","147","110","144","310","332","302"
"10",622774,"Jose Manuel Fernandez","172","5.8","0.500","0.100","0.500","0.600","0.477","0.415","0.386","5","10","90.0","28.1","2215","88.1","86.22","0","10","0","-1.9","5.31","110","150","111","145","292","314","294"
"9",656805,"Trevor Oaks","247","3.6","0.444","0.111","0.571","0.556","0.432","0.430","0.419","4","9","93.3","5.7","2041","86.6","85.86","1","8","1","-0.7","5.72","114","150","111","145","305","332","309"
"9",571948,"Hoby Milner","150","6.0","0.111","0.333","0.000","0.444","0.226","0.169","0.140","1","9","86.7","29.1","1978","83.5","83.51","2","9","0","0.0","6.36","104","152","114","145","291","320","285"
"9",573127,"Zac Rosscup","200","4.5","0.222","0.333","0.250","0.556","0.323","0.264","0.196","2","9","89.5","23.4","2293","87.9","88.59","4","9","0","0.7","6.61","107","157","127","139","292","321","303"
"9",622217,"Chris O'Grady","137","6.6","0.333","0.111","0.429","0.444","0.334","0.265","0.221","3","9","80.3","6.0","2010","83.8","83.09","2","9","0","-0.7","5.88","98","146","104","145","298","323","297"
"9",605155,"Colten Brewer","194","4.6","0.111","0.000","0.167","0.111","0.098","0.098","0.100","1","9","73.3","33.8","2671","90.0","88.45","1","7","2","-1.5","5.53","99","146","116","149","298","317","302"
"9",534812,"Kevin Quackenbush","172","5.2","0.111","0.333","0.000","0.444","0.226","0.418","0.284","1","9","96.8","14.9","1955","88.0","87.14","1","9","0","-0.9","5.95","120","153","112","149","299","306","285"
"9",457754,"Jon Edwards","139","6.5","0.111","0.000","0.125","0.111","0.098","0.185","0.187","1","9","89.7","14.9","2565","91.7","91.23","1","9","0","-0.5","5.87","112","155","115","152","287","314","295"
"9",605359,"Evan Marshall","152","5.9","0.444","0.000","0.571","0.444","0.391","0.272","0.295","4","9","88.4","9.4","2145","92.1","91.63","2","9","0","-0.5","5.85","112","146","110","147","282","311","291"
"8",517414,"Randall Delgado","202","4.0","0.250","0.125","0.500","0.375","0.266","0.299","0.213","2","8","98.4","19.5","2063","85.7","85.49","4","8","0","-0.2","6.24","113","152","114","152","297","327","298"
"8",571893,"Adam Liberatore","216","3.7","0.375","0.250","0.429","0.625","0.417","0.344","0.345","3","8","85.1","5.8","1955","88.0","86.39","0","7","0","-1.6","5.20","95","142","98","145","288","307","286"
"8",592833,"Bobby Wahl","112","7.1","0.250","0.375","0.500","0.625","0.364","0.324","0.201","2","8","98.4","27.7","2131","92.5","93.46","5","8","0","1.0","6.78","113","155","107","148","297","322","304"
"8",623451,"Jackson Stephens","678","1.2","0.286","0.429","0.400","0.714","0.404","0.304","0.317","2","7","80.8","0.0","2246","91.3","90.87","1","7","1","-0.4","5.84","97","122","96","127","288","293","284"
"8",623354,"Daniel Zamora","158","5.1","0.286","0.000","0.500","0.286","0.251","0.143","0.119","2","7","74.0","-4.8","2564","79.5","78.24","3","8","0","-1.3","5.73","100","148","109","144","292","325","305"
"8",545363,"Jacob Turner","162","4.9","0.714","0.571","0.571","1.286","0.740","0.577","0.524","5","7","95.8","18.0","2006","90.7","90.94","0","8","0","0.2","6.41","99","149","111","145","297","323","300"
"7",592804,"Tyler Thornburg","430","1.6","0.143","0.000","0.250","0.143","0.126","0.138","0.138","1","7","78.4","18.8","2342","83.4","82.48","2","6","1","-0.9","5.76","115","157","121","151","272","315","298"
"7",543331,"J.J. Hoover","41","17.1","0.571","0.429","0.500","1.000","0.667","0.517","0.492","4","7","76.7","4.7","2408","86.6","85.71","0","7","0","-0.9","5.81","107","151","113","151","308","323","292"
"7",445197,"Mike Dunn","339","2.1","0.143","0.000","0.167","0.143","0.126","0.239","0.252","1","7","90.0","4.2","2358","89.9","90.86","1","7","0","1.0","6.40","112","146","123","145","309","327","305"
"7",623364,"Brad Wieck","93","7.5","0.143","0.000","0.333","0.143","0.126","0.185","0.192","1","7","90.5","8.7","2132","89.0","90.16","4","7","0","1.2","6.91","125","149","123","150","282","303","302"
"7",600986,"Thyago Vieira","320","2.2","0.286","0.000","0.500","0.286","0.251","0.243","0.257","2","7","82.5","38.5","2090","92.9","92.97","2","6","1","0.1","6.39","116","152","115","150","301","320","301"
"7",543193,"Drew Gagnon","210","3.3","0.286","0.429","0.200","0.714","0.416","0.263","0.164","2","7","72.5","-13.5","1983","85.0","85.31","1","7","0","0.3","6.55","114","150","114","150","296","314","301"
"7",623470,"Jake Newberry","252","2.8","0.000","0.000","0.000","0.000","0.000","0.378","0.333","0","7","95.9","18.2","2374","92.3","91.27","1","7","0","-1.0","5.64","101","152","106","143","298","324","300"
"7",607455,"Anthony Banda","190","3.7","0.167","0.000","0.200","0.167","0.147","0.477","0.358","1","6","84.4","0.3","2104","92.3","91.59","0","6","1","-0.7","5.90","99","153","110","145","296","309","286"
