"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"7",623465,"Evan Phillips","219","3.2","0.286","0.143","0.400","0.429","0.304","0.406","0.346","2","7","87.9","25.8","2195","88.6","87.93","2","7","0","-0.7","5.91","119","163","120","149","289","316","304"
"7",500872,"Gregory Infante","149","4.7","0.143","0.000","0.167","0.143","0.126","0.316","0.301","1","7","90.0","11.2","2271","91.2","90.69","0","6","1","-0.5","6.00","107","147","111","146","291","307","296"
"7",592858,"Rowan Wick","133","5.3","0.429","0.286","0.500","0.714","0.477","0.434","0.373","3","7","92.6","14.3","2300","93.2","92.64","1","7","0","-0.6","6.07","112","144","100","142","287","299","286"
"7",594992,"Kevin Shackelford","162","4.3","0.571","0.000","0.667","0.571","0.503","0.373","0.375","4","7","93.0","11.8","2576","91.9","90.34","1","7","0","-1.6","5.37","103","145","112","143","297","303","281"
"7",606944,"Cody Carroll","372","1.9","0.429","0.429","0.400","0.857","0.542","0.503","0.397","3","7","93.1","11.8","2291","96.0","95.95","0","6","1","-0.1","6.34","113","153","116","146","293","322","292"
"7",592612,"Josh Osich","227","3.1","0.429","0.286","0.600","0.714","0.482","0.360","0.300","3","7","93.0","26.2","2188","90.9","90.06","2","7","0","-0.8","5.72","112","144","109","149","295","307","287"
"7",502381,"Luke Gregerson","207","3.4","0.429","0.000","0.500","0.429","0.377","0.476","0.484","3","7","83.7","9.2","2422","87.7","86.86","1","7","0","-0.8","5.56","102","150","104","148","303","324","302"
"7",643354,"Donnie Hart","382","1.8","0.167","0.000","0.200","0.167","0.126","0.208","0.247","1","6","78.4","23.0","2314","80.9","80.00","2","7","0","-0.9","5.88","105","153","112","147","275","315","291"
"7",621350,"Caleb Frare","129","5.4","0.286","0.000","0.400","0.286","0.251","0.224","0.224","2","7","73.0","-4.4","2362","91.4","92.46","1","6","1","1.1","6.69","106","147","108","143","296","312","291"
"6",545332,"Jake Barrett","124","4.8","0.167","0.333","0.200","0.500","0.263","0.179","0.189","1","6","89.9","-15.0","2102","88.8","88.07","1","6","0","-0.7","5.84","104","143","112","146","286","313","295"
"6",595411,"Ryan Sherriff","103","5.8","0.333","0.500","0.250","0.833","0.485","0.330","0.271","2","6","84.8","8.8","2286","87.2","86.45","1","6","0","-0.8","5.76","119","149","115","153","302","328","302"
"6",519240,"Marc Rzepczynski","213","2.8","0.500","0.167","0.600","0.667","0.501","0.456","0.420","3","6","95.0","4.4","2240","87.3","86.20","1","6","0","-1.1","5.54","108","143","98","144","272","317","287"
"6",608601,"Luis Santos","377","1.6","0.500","0.500","0.500","1.000","0.618","0.302","0.273","3","6","89.3","21.3","2306","91.0","90.67","0","6","0","-0.3","6.20","115","151","105","147","279","310","298"
"6",641851,"Kyle McGowin","130","4.6","0.000","0.000","0.000","0.000","0.000","0.124","0.124","0","6","86.5","12.0","2479","91.9","91.75","0","4","2","-0.2","6.26","117","153","115","150","303","309","289"
"6",641490,"Kyle Crockett","174","3.4","0.333","0.000","0.500","0.333","0.293","0.169","0.166","2","6","87.1","19.8","1917","83.8","84.47","1","5","1","0.7","6.62","112","147","111","146","300","304","299"
"6",519294,"Josh Smoker","165","3.6","0.500","0.333","0.500","0.833","0.562","0.650","0.570","3","6","96.0","14.0","1922","85.8","83.98","0","6","0","-1.8","5.45","109","150","109","149","286","319","292"
"6",502051,"Josh Ravin","53","11.3","0.200","0.000","0.250","0.200","0.176","0.130","0.150","1","5","71.8","21.2","2454","87.7","86.58","1","6","0","-1.1","5.59","107","142","105","147","306","315","294"
"6",501817,"Tony Barnette","405","1.5","0.000","0.000","0.000","0.000","0.000","0.057","0.050","0","6","76.5","2.0","2488","86.5","86.34","2","5","1","-0.2","6.13","118","158","119","150","294","317","300"
"6",664682,"Ryan Meisinger","367","1.6","0.667","0.333","0.667","1.000","0.709","0.583","0.503","4","6","95.1","14.7","2324","86.0","85.71","0","6","0","-0.3","6.08","99","144","112","140","283","320","304"
"6",641501,"Tyler Danish","136","4.4","0.333","0.500","0.250","0.833","0.485","0.524","0.349","2","6","94.1","10.4","1929","84.3","81.63","1","6","0","-2.7","4.74","103","150","114","146","300","319","289"
"6",571882,"Derek Law","256","2.3","0.000","0.000","0.000","0.000","0.000","0.046","0.042","0","6","80.2","34.2","2160","89.6","89.56","1","6","0","0.0","6.20","118","154","122","149","296","315","288"
"6",543144,"Danny Farquhar","116","5.2","0.200","0.600","0.000","0.800","0.339","0.177","0.117","1","5","84.4","26.6","2220","87.8","87.45","1","6","0","-0.3","6.17","101","153","112","147","286","298","289"
"6",623167,"Chris Flexen","151","4.0","0.500","1.000","0.250","1.500","0.824","0.784","0.509","3","6","91.9","26.3","2294","89.2","88.43","0","6","0","-0.8","5.95","114","153","119","149","305","323","311"
"6",622075,"Yency Almonte","251","2.4","0.000","0.000","0.000","0.000","0.000","0.038","0.045","0","5","83.7","18.7","2323","93.1","93.86","2","5","1","0.8","6.33","114","154","116","146","299","332","313"
"5",573046,"Mike Morin","65","7.7","0.500","0.500","0.500","1.000","0.492","0.327","0.260","2","4","75.0","32.0","1803","83.3","83.94","1","5","0","0.6","6.54","107","154","110","146","288","312","282"
"5",519393,"Marcus Walden","213","2.3","0.200","0.200","0.200","0.400","0.249","0.258","0.271","1","5","90.3","9.6","2226","92.3","92.67","0","5","0","0.4","6.57","108","153","118","148","282","310","283"
"5",621249,"Duane Underwood Jr.","77","6.5","0.400","0.600","0.333","1.000","0.582","0.637","0.405","2","5","96.7","33.8","1988","89.5","89.43","1","5","0","-0.1","6.17","117","151","117","151","299","321","307"
"5",571473,"Buddy Baumann","117","4.3","0.800","0.200","0.800","1.000","0.777","0.412","0.417","4","5","101.8","13.0","2366","88.0","88.85","0","5","0","0.9","6.51","120","151","118","145","295","321","306"
"5",641835,"Tim Mayza","609","0.8","0.200","0.000","0.250","0.200","0.176","0.301","0.307","1","5","87.4","12.3","2168","89.9","89.80","1","5","0","-0.1","6.22","117","153","105","148","285","314","312"
"5",571476,"Chris Beck","564","0.9","0.200","0.600","0.000","0.800","0.406","0.258","0.230","1","5","78.0","17.5","2180","93.0","93.50","0","4","1","0.5","6.55","118","158","116","152","302","332","311"
"5",547749,"Junichi Tazawa","501","1.0","0.400","0.600","0.250","1.000","0.582","0.557","0.380","2","5","92.7","30.6","2344","89.0","86.90","0","5","0","-2.1","5.24","100","146","106","148","308","332","304"
"5",605501,"Stephen Tarpley","153","3.3","0.000","0.000","0.000","0.000","0.000","0.042","0.035","0","5","76.6","8.7","2145","88.8","88.20","2","5","0","-0.6","5.96","122","150","112","149","281","316","293"
"5",543508,"Cory Mazzoni","123","4.1","0.200","0.000","0.200","0.200","0.176","0.488","0.482","1","5","87.7","4.4","2272","91.9","91.12","0","5","0","-0.8","5.71","115","152","106","147","288","315","298"
"5",572703,"Luke Bard","213","2.3","0.000","0.000","0.000","0.000","0.000","0.195","0.152","0","5","90.3","40.7","2739","91.7","91.24","1","4","1","-0.5","5.97","114","156","114","151","300","328","311"
"5",446321,"Ross Detwiler","76","6.6","0.750","0.750","0.500","1.500","0.758","0.508","0.456","3","4","97.6","13.2","1940","84.7","82.69","0","5","0","-2.0","5.03","103","149","114","142","284","319","284"
"4",605525,"J.B. Wendelken","243","1.6","0.250","0.000","0.333","0.250","0.220","0.132","0.133","1","4","82.5","4.0","2514","90.1","89.14","1","4","0","-1.0","5.73","91","142","112","143","287","313","295"
"4",582494,"Robby Scott","165","2.4","0.250","0.000","0.250","0.250","0.220","0.101","0.107","1","4","83.1","36.0","2129","81.1","80.67","0","4","0","-0.4","6.09","104","124","101","131","271","299","278"
"4",457429,"Boone Logan","224","1.8","0.500","0.000","0.500","0.500","0.440","0.360","0.294","2","4","84.3","-11.0","2526","88.1","86.10","0","4","0","-2.0","5.18","106","148","94","145","294","325","297"
"4",641149,"Wes Parsons","82","4.9","0.667","0.000","0.500","0.667","0.440","0.386","0.368","2","3","94.5","15.5","2225","91.2","91.26","0","4","0","0.1","6.40","105","147","104","148","285","310","302"
"4",468396,"Alexi Ogando","31","12.9","0.500","0.250","0.667","0.750","0.532","0.450","0.474","2","4","90.9","0.7","2294","89.3","88.45","1","4","0","-0.9","5.55","104","152","119","151","307","326","293"
"4",627500,"Jen-Ho Tseng","39","10.3","0.500","0.750","0.500","1.250","0.728","0.665","0.473","2","4","100.3","5.3","2012","89.5","88.53","1","4","0","-1.0","5.95","111","155","115","151","304","340","301"
"4",543258,"Preston Guilmet","194","2.1","0.667","0.333","0.500","1.000","0.532","0.536","0.691","2","3","83.4","26.3","1567","88.1","86.34","0","4","0","-1.8","5.20","113","144","111","149","303","312","303"
"4",642073,"Jimmie Sherfy","286","1.4","0.000","0.000","0.000","0.000","0.000","0.076","0.085","0","4","88.0","22.7","2229","82.4","81.70","1","4","0","-0.7","5.97","121","149","115","151","285","319","303"
"4",656814,"Luis Ortiz","66","6.1","0.500","0.250","0.500","0.750","0.532","0.421","0.406","2","4","91.6","14.8","2239","90.7","88.95","0","4","0","-1.8","5.36","116","151","107","148","291","308","289"
"4",643617,"Zac Reininger","395","1.0","0.667","0.333","0.500","1.000","0.532","0.441","0.400","2","3","94.5","7.8","2451","89.6","89.49","0","4","0","-0.1","6.15","108","156","103","146","299","320","289"
"4",658792,"Aaron Wilkerson","166","2.4","0.750","0.000","0.750","0.750","0.660","0.251","0.285","3","4","85.3","7.0","2058","86.4","87.09","0","4","0","0.7","6.57","110","147","128","146","293","317","308"
"4",462515,"Miguel Socolovich","99","4.0","0.500","0.500","0.500","1.000","0.615","0.242","0.197","2","4","91.3","31.3","1858","85.5","84.89","0","4","0","-0.6","5.76","99","151","96","145","302","323","296"
"4",642571,"Merandy Gonzalez","437","0.9","0.250","0.750","0.000","1.000","0.508","0.605","0.378","1","4","86.7","17.8","2327","82.5","80.41","0","4","0","-2.1","4.97","97","149","106","151","298","324","295"
"3",621098,"Eric Hanhold","59","5.1","0.667","0.333","1.000","1.000","0.709","0.384","0.418","2","3","88.8","11.0","2215","88.7","87.94","1","3","0","-0.8","5.88","120","161","99","148","293","316","300"
"3",425772,"Jeff Mathis","20","15.0","0.333","1.000","0.000","1.333","0.677","0.870","0.573","1","3","105.0","16.0","1885","82.6","80.32","0","2","1","-2.3","4.80","114","150","112","154","298","328","304"
"3",664196,"Tanner Anderson","171","1.8","1.000","1.500","1.000","2.500","1.456","1.161","0.786","2","2","82.9","-2.7","2245","93.4","93.49","0","3","0","0.1","6.11","101","145","107","144","295","314","289"
"3",621114,"Ryan Burr","157","1.9","0.000","0.000","0.000","0.000","0.000","0.315","0.176","0","3","85.0","47.7","2152","91.8","93.49","0","3","0","1.7","7.15","114","152","120","150","301","316","293"
"3",596816,"Roberto  Gomez","177","1.7","1.000","0.000","1.000","1.000","0.880","0.313","0.347","3","3","98.7","-7.0","2286","89.5","88.67","0","3","0","-0.8","5.90","95","133","107","136","292","318","283"
"3",606995,"Justin Hancock","206","1.5","0.333","0.000","0.500","0.333","0.293","0.409","0.404","1","3","86.1","20.5","2430","96.7","96.68","1","3","0","0.0","6.35","87","149","121","151","310","332","319"
"3",635903,"Chris Rowley","15","20.0","0.667","1.000","0.500","1.667","0.970","0.605","0.325","2","3","87.7","-0.3","2206","86.2","86.14","0","3","0","-0.1","6.13","91","135","88","131","263","297","285"
"3",664856,"Chance Adams","153","2.0","0.667","1.000","0.500","1.667","0.970","0.982","0.728","2","3","86.8","16.0","2526","89.6","89.38","0","3","0","-0.2","5.91","120","162","109","148","278","328","311"
"3",657205,"Zac Curtis","317","0.9","0.667","1.000","0.500","1.667","0.970","0.843","0.565","2","3","91.3","21.3","2483","88.8","87.52","0","3","0","-1.3","5.44","111","147","112","147","296","311","287"
"3",592170,"Parker Bridwell","115","2.6","0.333","1.000","0.000","1.333","0.677","0.308","0.177","1","3","77.8","-3.7","2617","88.9","87.57","0","3","0","-1.3","5.56","121","170","110","152","285","326","305"
"3",607755,"Andrew Vasquez","101","3.0","0.000","0.000","null","0.000","0.000","0.000","null","0","3","null","null","2284","84.8","83.66","1","1","2","-1.1","5.70","114","154","126","151","301","326","274"
"2",605301,"Williams Jerez","288","0.7","0.500","0.500","0.500","1.000","0.624","0.464","0.327","1","2","91.9","30.5","2136","90.7","89.77","0","2","0","-0.9","5.72","121","156","100","147","290","315","309"
"2",657786,"Jerry Vasto","96","2.1","0.500","1.500","0.000","2.000","1.016","0.476","0.286","1","2","91.3","13.5","2250","87.8","87.50","0","2","0","-0.3","5.95","123","156","111","147","291","315","300"
"2",542924,"Jeff Beliveau","118","1.7","0.000","0.000","null","0.000","0.000","0.000","null","0","2","null","null","2370","89.7","89.05","0","0","2","-0.6","6.11","104","164","140","160","296","325","301"
"2",600965,"Ricardo Rodriguez","93","2.2","0.000","0.000","0.000","0.000","0.000","0.088","0.122","0","2","98.5","-18.0","2317","83.3","82.47","1","2","0","-0.8","5.60","117","150","108","145","289","304","270"
"2",656725,"Alex McRae","134","1.5","1.000","1.000","1.000","2.000","1.247","0.531","0.386","2","2","83.1","16.5","2236","87.5","87.28","0","2","0","-0.2","5.96","116","151","114","148","300","322","294"
"2",622161,"Eduardo Paredes","324","0.6","1.000","0.500","1.000","1.500","1.064","0.835","0.540","2","2","99.2","15.0","2395","88.4","86.36","0","2","0","-2.0","5.08","101","147","106","143","206","294","269"
"2",657228,"Jake Jewell","56","3.6","0.500","0.000","0.500","0.500","0.440","0.767","0.724","1","2","87.2","19.5","2180","96.9","97.34","0","2","0","0.4","6.33","116","147","113","150","290","330","309"
"2",639373,"Gerson Bautista","90","2.2","0.500","1.500","0.000","2.000","1.016","0.763","0.462","1","2","98.2","38.0","2376","98.6","97.78","0","2","0","-0.8","5.80","129","151","107","153","326","327","312"
"2",641962,"CD Pelham","157","1.3","0.500","1.000","0.500","1.500","0.789","0.552","0.568","1","2","100.9","1.5","2090","89.7","90.35","0","2","0","0.6","6.55","87","144","101","146","277","292","277"
"2",572044,"Brooks Pounders","293","0.7","1.000","1.500","1.000","2.500","1.456","0.878","0.661","2","2","94.5","21.5","2368","89.6","90.69","0","2","0","1.1","6.34","116","147","117","140","325","331","307"
"2",450665,"Kris Medlen","101","2.0","1.000","0.500","1.000","1.500","1.064","0.593","0.619","2","2","96.7","6.5","2404","90.8","90.44","0","2","0","-0.4","6.11","108","152","111","152","309","335","298"
"2",518883,"Dean Kiekhefer","45","4.4","1.000","1.500","1.000","2.500","1.456","0.280","0.229","2","2","78.2","21.5","1905","86.5","85.47","0","2","0","-1.0","5.79","94","143","90","150","278","314","303"
"2",592127,"Johnny Barbato","132","1.5","0.000","0.000","0.000","0.000","0.000","0.196","0.216","0","1","57.6","-2.5","2179","90.3","88.58","0","2","0","-1.7","5.50","96","143","99","143","295","318","283"
"2",595928,"John Curtiss","116","1.7","0.500","0.500","1.000","1.000","0.624","0.356","0.304","1","2","106.1","15.0","2371","94.4","93.99","1","2","0","-0.4","6.12","105","151","106","144","292","309","279"
"2",489448,"Mike Zagurski","40","5.0","1.000","0.500","1.000","1.500","1.064","0.388","0.349","2","2","98.9","9.5","2320","89.7","89.01","0","2","0","-0.7","5.70","101","136","92","134","296","311","301"
"2",571771,"Enrique Hernandez","15","13.3","0.500","1.500","0.000","2.000","1.016","0.820","0.437","1","2","95.7","27.0","2186","80.3","79.74","0","2","0","-0.6","6.00","116","145","102","151","273","319","286"
"1",642239,"Rob Zastryzny","111","0.9","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","90.3","47.0","2332","88.0","88.41","0","1","0","0.4","6.38","123","159","110","147","301","317","301"
"1",518445,"Chad Bell","123","0.8","1.000","3.000","null","4.000","2.031","1.940","0.960","1","1","107.9","28.0","1434","86.0","86.74","0","1","0","0.7","6.51","114","152","113","147","317","338","309"
"1",591672,"Osmer Morales","10","10.0","1.000","0.000","1.000","1.000","0.880","0.114","0.150","1","1","75.3","-5.0","1043","81.9","83.67","0","1","0","1.8","7.30","123","152","103","153","295","329","307"
"1",670036,"Matt Festa","159","0.6","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2305","93.1","93.30","1","1","0","0.2","6.34","85","138","113","140","295","325","296"
"1",657117,"Austen Williams","175","0.6","1.000","3.000","null","4.000","2.031","1.674","0.863","1","1","103.5","26.0","2134","94.0","93.23","0","1","0","-0.8","5.80","117","152","123","148","313","320","304"
"1",595345,"Steven Okert","93","1.1","0.000","0.000","0.000","0.000","0.000","0.012","0.008","0","1","89.3","65.0","2697","84.5","84.19","0","1","0","-0.3","5.79","123","171","94","155","303","323","300"
"1",544836,"Enny Romero","208","0.5","null","null","0.000","null","0.000","0.032","null","0","0","93.4","44.0","2149","95.1","94.13","0","1","0","-1.0","5.67","99","120","90","122","280","301","298"
"1",656977,"Chad Sobotka","228","0.4","0.000","0.000","0.000","0.000","0.000","0.892","0.908","0","1","101.4","12.0","2312","95.2","95.34","0","1","0","0.1","6.47","119","147","100","155","301","318","298"
